2.283439636230468750e+01,6.214936733245849609e+00,-4.625408649444580078e+00,-6.038774490356445312e+00,-2.053018760681152344e+01,-3.045289230346679688e+01,-3.494712829589843750e+00,-1.211910438537597656e+01,3.979344558715820312e+01,5.659503936767578125e-01
-1.933384835720062256e-01,-1.764420509338378906e+01,-1.672263145446777344e+00,-2.353438854217529297e+00,1.820329475402832031e+01,-7.959817409515380859e+00,-8.189211845397949219e+00,5.776803970336914062e+01,-2.166058921813964844e+01,-1.024596118927001953e+01
7.296594619750976562e+00,-3.452330231666564941e-01,-3.819222211837768555e+00,-9.065347671508789062e+00,3.481505155563354492e+00,-1.684349822998046875e+01,-2.467351436614990234e+00,-9.970979690551757812e+00,1.295256805419921875e+01,1.292226409912109375e+01
-3.795924901962280273e+00,3.912580490112304688e+01,-3.006578445434570312e+01,-6.575496196746826172e+00,-1.360269165039062500e+01,-1.789747238159179688e+00,-5.569147109985351562e+00,-3.178637504577636719e+01,1.640542793273925781e+01,1.924936485290527344e+01
-1.580617141723632812e+01,-2.933071374893188477e+00,-1.086431312561035156e+01,2.762383460998535156e+00,7.719099521636962891e+00,3.049104452133178711e+00,-1.346626377105712891e+01,4.867042922973632812e+01,-1.200371551513671875e+01,-1.167422771453857422e+01
9.520851135253906250e+00,6.459513664245605469e+00,-3.450989007949829102e+00,-4.057584285736083984e+00,2.186136960983276367e+00,-1.244138145446777344e+01,-1.036641597747802734e+01,-1.486438155174255371e+00,9.385049819946289062e+00,1.189674496650695801e+00
1.009002685546875000e+01,-2.048750305175781250e+01,-1.715969562530517578e+00,9.011406898498535156e+00,7.031720161437988281e+00,-3.104231834411621094e+00,4.458430767059326172e+00,-5.175336360931396484e+00,1.001524925231933594e+01,-8.353986740112304688e+00
1.085337543487548828e+01,-1.424219417572021484e+01,-3.056976795196533203e+00,-9.197127819061279297e-01,3.138428211212158203e+00,-6.357624053955078125e+00,9.572000056505203247e-02,-1.538141727447509766e+01,2.292296981811523438e+01,2.185559034347534180e+00
1.179780864715576172e+01,-3.041932296752929688e+01,3.909602737426757812e+01,6.830548286437988281e+00,-5.868442535400390625e+00,-6.313869476318359375e+00,6.857882022857666016e+00,-1.714708900451660156e+01,1.623439431190490723e+00,-9.109580993652343750e+00
-8.214235305786132812e+00,-1.552994251251220703e+00,4.180377721786499023e-01,9.031583786010742188e+00,8.889772415161132812e+00,5.325181484222412109e-01,-2.382275819778442383e+00,-5.256070613861083984e+00,5.963565349578857422e+00,-7.343933582305908203e+00
-1.051454830169677734e+01,-9.611164331436157227e-01,-4.395113468170166016e+00,1.120125961303710938e+01,1.258439922332763672e+01,6.659427881240844727e-01,8.289035797119140625e+00,-9.413244247436523438e+00,-3.049649238586425781e+00,-8.026836395263671875e+00
4.823565006256103516e+00,-1.250221061706542969e+01,1.424995708465576172e+01,4.885820388793945312e+00,1.048479270935058594e+01,-7.230749130249023438e+00,-8.930847048759460449e-01,1.292136096954345703e+01,-1.473099136352539062e+01,-1.410811901092529297e+01
3.298619270324707031e+00,3.327933788299560547e+00,9.273809790611267090e-01,-1.803488731384277344e+00,-4.001120567321777344e+00,-4.341186523437500000e+00,6.278194189071655273e-01,-4.529689311981201172e+00,2.076248645782470703e+00,4.079112112522125244e-01
8.746234774589538574e-01,2.281589126586914062e+01,-2.532788276672363281e+01,-1.640776824951171875e+01,-1.532006454467773438e+01,-1.415346431732177734e+01,-1.881203651428222656e+01,-2.562887001037597656e+01,7.918291091918945312e+00,5.348680496215820312e+01
-2.229337453842163086e+00,2.558521652221679688e+01,-3.610684156417846680e+00,9.728995561599731445e-01,-3.073882162570953369e-01,-1.562696647644042969e+01,-8.459511756896972656e+00,3.537885427474975586e+00,1.046243429183959961e+00,7.680624485015869141e+00
2.790010070800781250e+01,-2.140952682495117188e+01,6.867383956909179688e+00,1.669841766357421875e+00,3.754653453826904297e+00,8.496729850769042969e+00,3.367220163345336914e+00,-3.398980617523193359e+00,-6.644305706024169922e+00,-1.561955833435058594e+01
